Norman County, Minnesota
North Slope Borough, Alaska
Northampton County, North Carolina
Northampton County, Pennsylvania
Northampton County, Virginia
Northumberland County, Pennsylvania
Northumberland County, Virginia
Northwest Arctic Borough, Alaska
Norton County, Kansas
Nottoway County, Virginia
Nueces County, Texas
Nye County, Nevada
Oakland County, Michigan
Obion County, Tennessee
Oceana County, Michigan
Ochiltree County, Texas
Oconee County, Georgia
Oconto County, Wisconsin
Ogemaw County, Michigan
Oglethorpe County, Georgia
Ohio County, Indiana
Ohio County, Kentucky
Ohio County, West Virginia
Okanogan County, Washington
Oldham County, Texas
Oliver County, North Dakota
Olmsted County, Minnesota
Oneida County, Idaho
Oneida County, New York
Oneida County, Wisconsin
Onondaga County, New York
Onslow County, North Carolina
Ontario County, New York
Ontonagon County, Michigan
Orange County, California
Orange County, Indiana
Orange County, New York
Orange County, North Carolina
Orange County, Texas
Orange County, Virginia
Oregon County, Missouri
Orleans County, New York
Osage County, Kansas
Osborne County, Kansas
Osceola County, Michigan
Oscoda County, Michigan
Oswego County, New York
Otero County, New Mexico
Otsego County, Michigan
Otsego County, New York
Ottawa County, Kansas
Ottawa County, Michigan
Ottawa County, Ohio
Otter Tail County, Minnesota
Ouachita County, Arkansas
Outagamie County, Wisconsin
Overton County, Tennessee
Owen County, Indiana
Owyhee County, Idaho
Oxford County, Maine
Ozaukee County, Wisconsin
Pacific County, Washington
Page County, Virginia
Palo Pinto County, Texas
Pamlico County, North Carolina
Panola County, Texas
Parke County, Indiana
Parker County, Texas
Parmer County, Texas
Pasquotank County, North Carolina
Patrick County, Virginia
Paulding County, Georgia
Paulding County, Ohio
Pawnee County, Kansas
Payette County, Idaho
Peach County, Georgia
Pecos County, Texas
Pembina County, North Dakota
Pend Oreille County, Washington
Pender County, North Carolina
Pendleton County, West Virginia
Pennington County, Minnesota
Penobscot County, Maine
Pepin County, Wisconsin
Perquimans County, North Carolina
Perry County, Arkansas
Perry County, Indiana
Perry County, Ohio
Perry County, Pennsylvania
Perry County, Tennessee
Pershing County, Nevada
Person County, North Carolina
Petersburg Borough, Alaska
Philadelphia County, Pennsylvania
Phillips County, Arkansas
Phillips County, Kansas
Pickaway County, Ohio
Pickens County, Georgia
Pickett County, Tennessee
Pierce County, Georgia
Pierce County, North Dakota
Pierce County, Washington
Pierce County, Wisconsin
Pike County, Arkansas
Pike County, Georgia
Pike County, Indiana
Pike County, Ohio
Pike County, Pennsylvania
Pine County, Minnesota
Pipestone County, Minnesota
Piscataquis County, Maine
Pitt County, North Carolina
Pittsylvania County, Virginia
Piute County, Utah
Placer County, California
Pleasants County, West Virginia
Plumas County, California
Plymouth County, Massachusetts
Pocahontas County, West Virginia
Poinsett County, Arkansas
Polk County, Arkansas
Polk County, Georgia
Polk County, Minnesota
Polk County, North Carolina
Polk County, Oregon
Polk County, Tennessee
Polk County, Texas
Polk County, Wisconsin
Pope County, Arkansas
Pope County, Minnesota
Portage County, Ohio
Portage County, Wisconsin
Porter County, Indiana
Posey County, Indiana
Pottawatomie County, Kansas
Potter County, Pennsylvania
Potter County, Texas
Power County, Idaho
Powhatan County, Virginia
Prairie County, Arkansas
Pratt County, Kansas
Preble County, Ohio
Presidio County, Texas
Presque Isle County, Michigan
Preston County, West Virginia
Price County, Wisconsin
Prince Edward County, Virginia
Prince George County, Virginia
Prince William County, Virginia
Prince of Wales – Hyder Census Area, Alaska
Providence County, Rhode Island
Pulaski County, Arkansas
Pulaski County, Georgia
Pulaski County, Indiana
Pulaski County, Virginia
Putnam County, Georgia
Putnam County, Indiana
Putnam County, New York
Putnam County, Ohio
Putnam County, Tennessee
Putnam County, West Virginia
Quay County, New Mexico
Queens County, New York
Quitman County, Georgia
Rabun County, Georgia
Racine County, Wisconsin
Rains County, Texas
Raleigh County, West Virginia
Ramsey County, Minnesota
Ramsey County, North Dakota
Randall County, Texas
Randolph County, Arkansas
Randolph County, Georgia
Randolph County, Indiana
Randolph County, North Carolina
Randolph County, West Virginia
Ransom County, North Dakota
Rappahannock County, Virginia
Rawlins County, Kansas
Reagan County, Texas
Real County, Texas
Red Lake County, Minnesota
Red River County, Texas
Redwood County, Minnesota
Reeves County, Texas
Refugio County, Texas
Reno County, Kansas
Rensselaer County, New York
Renville County, Minnesota
Renville County, North Dakota
Republic County, Kansas
Rhea County, Tennessee
Rice County, Kansas
Rice County, Minnesota
Rich County, Utah
Richland County, North Dakota
Richland County, Ohio
Richland County, Wisconsin
Richmond County, Georgia
Richmond County, New York
Richmond County, North Carolina
Richmond County, Virginia
Riley County, Kansas
Rio Arriba County, New Mexico
Ripley County, Indiana
Ritchie County, West Virginia
Riverside County, California
Roane County, Tennessee
Roane County, West Virginia
Roanoke County, Virginia
Roberts County, Texas
Robertson County, Tennessee
Robertson County, Texas
Robeson County, North Carolina
Rock County, Minnesota
Rock County, Wisconsin
Rockbridge County, Virginia
Rockdale County, Georgia
Rockingham County, New Hampshire
Rockingham County, North Carolina
Rockingham County, Virginia
Rockland County, New York
Rockwall County, Texas
Rolette County, North Dakota
Rooks County, Kansas
Roosevelt County, New Mexico
Roscommon County, Michigan
Roseau County, Minnesota
Ross County, Ohio
Rowan County, North Carolina
Runnels County, Texas
Rush County, Indiana
Rush County, Kansas
Rusk County, Texas
Rusk County, Wisconsin
Russell County, Kansas
Russell County, Virginia
Rutherford County, North Carolina
Rutherford County, Tennessee
Sabine County, Texas
Sacramento County, California
Sagadahoc County, Maine
Saginaw County, Michigan
Saint Clair County, Michigan
Saint Croix County, Wisconsin
Saint Francis County, Arkansas
Saint Joseph County, Indiana
Saint Joseph County, Michigan
Saint Lawrence County, New York
Saint Louis County, Minnesota
Saline County, Arkansas
Saline County, Kansas
Salt Lake County, Utah
Sampson County, North Carolina
San Augustine County, Texas
San Benito County, California
San Bernardino County, California
San Diego County, California
City and County of San Francisco, California
San Jacinto County, Texas
San Joaquin County, California
San Juan County, New Mexico
San Juan County, Utah
San Juan County, Washington
San Luis Obispo County, California
San Mateo County, California
San Miguel County, New Mexico
San Patricio County, Texas
San Saba County, Texas
Sandoval County, New Mexico
Sandusky County, Ohio
Sanilac County, Michigan
Sanpete County, Utah
Santa Barbara County, California
Santa Clara County, California
Santa Cruz County, California
Santa Fe County, New Mexico
Saratoga County, New York
Sargent County, North Dakota
Sauk County, Wisconsin
Sawyer County, Wisconsin
Schenectady County, New York
Schleicher County, Texas
Schley County, Georgia
Schoharie County, New York
Schoolcraft County, Michigan
Schuyler County, New York
Schuylkill County, Pennsylvania
Scioto County, Ohio
Scotland County, North Carolina
Scott County, Arkansas
Scott County, Indiana
Scott County, Kansas
Scott County, Minnesota
Scott County, Tennessee
Scott County, Virginia
Screven County, Georgia
Scurry County, Texas
Searcy County, Arkansas
Sebastian County, Arkansas
Sedgwick County, Kansas
Seminole County, Georgia
Seneca County, New York
Seneca County, Ohio
Sequatchie County, Tennessee
Sevier County, Arkansas
Sevier County, Tennessee
Sevier County, Utah
Seward County, Kansas
Shackelford County, Texas
Sharp County, Arkansas
Shasta County, California
Shawano County, Wisconsin
Shawnee County, Kansas
Sheboygan County, Wisconsin
Shelby County, Indiana
Shelby County, Ohio
Shelby County, Tennessee
Shelby County, Texas
Shenandoah County, Virginia
Sherburne County, Minnesota
Sheridan County, Kansas
Sheridan County, North Dakota
Sherman County, Kansas
Sherman County, Oregon
Sherman County, Texas
Shiawassee County, Michigan
Shoshone County, Idaho
Sibley County, Minnesota
Sierra County, California
Sierra County, New Mexico
Sioux County, North Dakota
Siskiyou County, California
Sitka, Alaska
Skagit County, Washington
Skagway-Hoonah-Angoon Census Area, Alaska
Skamania County, Washington
Slope County, North Dakota
Smith County, Kansas
Smith County, Tennessee
Smith County, Texas
Smyth County, Virginia
Snohomish County, Washington
Snyder County, Pennsylvania
Socorro County, New Mexico
Solano County, California
Somerset County, Maine
Somerset County, Pennsylvania
Somervell County, Texas
Sonoma County, California
Southampton County, Virginia
Southeast Fairbanks Census Area, Alaska
Spalding County, Georgia
Spencer County, Indiana
Spokane County, Washington
Spotsylvania County, Virginia
Stafford County, Kansas
Stafford County, Virginia
Stanislaus County, California
Stanly County, North Carolina
Stanton County, Kansas
Stark County, North Dakota
Stark County, Ohio
Starke County, Indiana
Starr County, Texas
Stearns County, Minnesota
Steele County, Minnesota
Steele County, North Dakota
Stephens County, Georgia
Stephens County, Texas
Sterling County, Texas
Steuben County, Indiana
Steuben County, New York
Stevens County, Kansas
Stevens County, Minnesota
Stevens County, Washington
Stewart County, Georgia
Stewart County, Tennessee
Stokes County, North Carolina
Stone County, Arkansas
Stonewall County, Texas
Storey County, Nevada
Strafford County, New Hampshire
Stutsman County, North Dakota
Suffolk County, Massachusetts
Suffolk County, New York
Sullivan County, Indiana
Sullivan County, New Hampshire
Sullivan County, New York
Sullivan County, Pennsylvania
Sullivan County, Tennessee
Summers County, West Virginia
Summit County, Ohio
Summit County, Utah
Sumner County, Kansas
Sumner County, Tennessee
Sumter County, Georgia
Surry County, North Carolina
Surry County, Virginia
Susquehanna County, Pennsylvania
Sussex County, Delaware
Sussex County, Virginia
Sutter County, California
Sutton County, Texas
Swain County, North Carolina
Swift County, Minnesota
Swisher County, Texas
Switzerland County, Indiana
Talbot County, Georgia
Taliaferro County, Georgia
Taos County, New Mexico
Tarrant County, Texas
Tattnall County, Georgia
Taylor County, Georgia
Taylor County, Texas
Taylor County, West Virginia
Taylor County, Wisconsin
Tazewell County, Virginia
Tehama County, California
Telfair County, Georgia
Terrell County, Georgia
Terrell County, Texas
Terry County, Texas
Teton County, Idaho
Texas County, Missouri
Texas County, Oklahoma
Thomas County, Georgia
Thomas County, Kansas
Throckmorton County, Texas
Thurston County, Washington
Tift County, Georgia
Tillamook County, Oregon
Tioga County, New York
Tioga County, Pennsylvania
Tippecanoe County, Indiana
Tipton County, Indiana
Tipton County, Tennessee
Titus County, Texas
Todd County, Minnesota
Tolland County, Connecticut
Tom Green County, Texas
Tompkins County, New York
Tooele County, Utah
Toombs County, Georgia
Torrance County, New Mexico
Towner County, North Dakota
Towns County, Georgia
Traill County, North Dakota
Transylvania County, North Carolina
Traverse County, Minnesota
Travis County, Texas
Trego County, Kansas
Trempealeau County, Wisconsin
Treutlen County, Georgia
Trinity County, California
Trinity County, Texas
Troup County, Georgia
Trousdale County, Tennessee
Trumbull County, Ohio
Tucker County, West Virginia
Tulare County, California
Tuolumne County, California
Turner County, Georgia
Tuscarawas County, Ohio
Tuscola County, Michigan
Twiggs County, Georgia
Twin Falls County, Idaho
Tyler County, Texas
Tyler County, West Virginia
Tyrrell County, North Carolina
Uintah County, Utah
Ulster County, New York
Umatilla County, Oregon
Unicoi County, Tennessee
Union County, Arkansas
Union County, Georgia
Union County, Indiana
Union County, New Mexico
Union County, North Carolina
Union County, Ohio
Union County, Oregon
Union County, Pennsylvania
Union County, Tennessee
Upshur County, Texas
Upshur County, West Virginia
Upson County, Georgia
Upton County, Texas
Utah County, Utah
Uvalde County, Texas
Val Verde County, Texas
Valencia County, New Mexico
Valley County, Idaho
Van Buren County, Arkansas
Van Buren County, Michigan
Van Buren County, Tennessee
Van Wert County, Ohio
Van Zandt County, Texas
Vance County, North Carolina
Vanderburgh County, Indiana
Venango County, Pennsylvania
Ventura County, California
Vermillion County, Indiana
Vernon County, Wisconsin
Victoria County, Texas
Vigo County, Indiana
Vilas County, Wisconsin
Vinton County, Ohio
Wabash County, Indiana
Wabasha County, Minnesota
Wabaunsee County, Kansas
Wadena County, Minnesota
Wahkiakum County, Washington
Wake County, North Carolina
Waldo County, Maine
Walker County, Georgia
Walker County, Texas
Walla Walla County, Washington
Wallace County, Kansas
Waller County, Texas
Wallowa County, Oregon
Walsh County, North Dakota
Walton County, Georgia
Walworth County, Wisconsin
Ward County, North Dakota
Ward County, Texas
Ware County, Georgia
Warren County, Georgia
Warren County, Indiana
Warren County, New York
Warren County, North Carolina
Warren County, Ohio
Warren County, Pennsylvania
Warren County, Tennessee
Warren County, Virginia
Warrick County, Indiana
Wasatch County, Utah
Wasco County, Oregon
Waseca County, Minnesota
Washburn County, Wisconsin
Washington County, Alabama
Washington County, Arkansas
Washington County, Colorado
Washington County, Florida
Washington County, Georgia
Washington County, Idaho
Washington County, Illinois
Washington County, Indiana
Washington County, Iowa
Washington County, Kansas
Washington County, Kentucky
Washington County, Maine
Washington County, Maryland
Washington County, Minnesota
Washington County, Mississippi
Washington County, Missouri
Washington County, Nebraska
Washington County, New York
Washington County, North Carolina
Washington County, Ohio
Washington County, Oklahoma
Washington County, Oregon
Washington County, Pennsylvania
Washington County, Rhode Island
Washington County, Tennessee
Washington County, Texas
Washington County, Utah
Washington County, Vermont
Washington County, Virginia
Washington County, Wisconsin
Washington Parish, Louisiana
Washoe County, Nevada
Washtenaw County, Michigan
Watauga County, North Carolina
Watonwan County, Minnesota
Waukesha County, Wisconsin
Waupaca County, Wisconsin
Waushara County, Wisconsin
Wayne County, Georgia
Wayne County, Indiana
Wayne County, Michigan
Wayne County, New York
Wayne County, North Carolina
Wayne County, Ohio
Wayne County, Pennsylvania
Wayne County, Tennessee
Wayne County, Utah
Wayne County, West Virginia
Weakley County, Tennessee
Webb County, Texas
Weber County, Utah
Webster County, Georgia
Webster County, West Virginia
Wells County, Indiana
Wells County, North Dakota
Westchester County, New York
Westmoreland County, Pennsylvania
Westmoreland County, Virginia
Wetzel County, West Virginia
Wexford County, Michigan
Wharton County, Texas
Whatcom County, Washington
Wheeler County, Georgia
Wheeler County, Oregon
Wheeler County, Texas
White County, Arkansas
White County, Georgia
White County, Indiana
White County, Tennessee
White Pine County, Nevada
Whitfield County, Georgia
Whitley County, Indiana
Whitman County, Washington
Wichita County, Kansas
Wichita County, Texas
Wilbarger County, Texas
Wilcox County, Georgia
Wilkes County, Georgia
Wilkes County, North Carolina
Wilkin County, Minnesota
Wilkinson County, Georgia
Willacy County, Texas
Williams County, North Dakota
Williams County, Ohio
Williamson County, Tennessee
Williamson County, Texas
Wilson County, Kansas
Wilson County, North Carolina
Wilson County, Tennessee
Wilson County, Texas
Windham County, Connecticut
Winkler County, Texas
Winnebago County, Wisconsin
Winona County, Minnesota
Wirt County, West Virginia
Wise County, Texas
Wise County, Virginia
Wood County, Ohio
Wood County, Texas
Wood County, West Virginia
Wood County, Wisconsin
Woodruff County, Arkansas
Woodson County, Kansas
Worcester County, Massachusetts
Worth County, Georgia
Wright County, Minnesota
Wyandot County, Ohio
Wyandotte County, Kansas
Wyoming County, New York
Wyoming County, Pennsylvania
Wyoming County, West Virginia
Wythe County, Virginia
Yadkin County, North Carolina
Yakima County, Washington
Yakutat City and Borough, Alaska
Yamhill County, Oregon
Yancey County, North Carolina
Yates County, New York
Yell County, Arkansas
Yellow Medicine County, Minnesota
Yoakum County, Texas
Yolo County, California
York County, Maine
York County, Pennsylvania
York County, Virginia
Young County, Texas
Yuba County, California
Yukon–Koyukuk Census Area, Alaska
Zapata County, Texas
Zavala County, Texas
